,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
2160,Diego,Attacking Midfield,24,Werder Bremen,German Bundesliga,Juventus,Italy Serie A,10,29.0,27.0,2
2161,Arjen Robben,Right Winger,25,Real Madrid,LaLiga,Bayern Munich ,German Bundesliga,10,30.0,25.0,1
2162,Diego Milito,Centre-Forward,30,Genoa,Italy Serie A,Inter,Italy Serie A,10,16.0,25.0,1
2163,Dmytro Chygrynskiy,Centre-Back,22,Shakhtar D.,Premier League,FC Barcelona,LaLiga,10,13.5,25.0,3
2164,Felipe Melo,Defensive Midfield,26,Fiorentina,Italy Serie A,Juventus,Italy Serie A,10,9.5,25.0,2
2165,Lisandro López,Centre-Forward,26,FC Porto,LaLiga,Olympique Lyon,French Ligue 1,10,16.5,24.0,1
2166,Roque Santa Cruz,Centre-Forward,27,Blackburn,Premier League,Man City,Premier League,10,10.0,21.2,1
2167,Yuri Zhirkov,Left Midfield,25,CSKA Moscow,Premier League,Chelsea,Premier League,10,20.0,21.0,2
2168,Glen Johnson,Right-Back,24,Portsmouth,Premier League,Liverpool,Premier League,10,11.0,20.5,3
2170,Samuel Eto'o,Centre-Forward,28,FC Barcelona,LaLiga,Inter,Italy Serie A,10,35.0,20.0,1
2171,Alberto Aquilani,Central Midfield,25,AS Roma,Italy Serie A,Liverpool,Premier League,10,15.0,20.0,2
2172,Lucho González,Central Midfield,28,FC Porto,LaLiga,Marseille,French Ligue 1,10,20.0,19.0,2
2173,Antonio Valencia,Right-Back,23,Wigan,Premier League,Man Utd,Premier League,10,11.0,18.9,3
2174,Kolo Touré,Centre-Back,28,Arsenal,Premier League,Man City,Premier League,10,21.0,18.7,3
2175,Fabio Quagliarella,Centre-Forward,26,Udinese Calcio,Italy Serie A,SSC Napoli,Italy Serie A,10,14.0,18.0,1
2176,Michel Bastos,Left Midfield,25,LOSC Lille,French Ligue 1,Olympique Lyon,French Ligue 1,10,10.0,18.0,2
2177,Nilmar,Centre-Forward,25,Internacional,Italy Serie A,Villarreal CF,LaLiga,10,11.0,16.5,1
2178,Aly Cissokho,Left-Back,21,FC Porto,LaLiga,Olympique Lyon,French Ligue 1,10,12.0,16.2,3
2179,Wesley Sneijder,Attacking Midfield,25,Real Madrid,LaLiga,Inter,Italy Serie A,10,25.0,15.0,2
2180,Klaas-Jan Huntelaar,Centre-Forward,26,Real Madrid,LaLiga,AC Milan,Italy Serie A,10,20.0,15.0,1
2181,Álvaro Negredo,Centre-Forward,24,Real Madrid,LaLiga,Sevilla FC,LaLiga,10,12.0,15.0,1
2182,Ricardo Oliveira,Centre-Forward,29,Real Betis,LaLiga2,Al-Jazira,United Arab Emirates,10,10.0,15.0,1
2183,Raúl Albiol,Centre-Back,23,Valencia CF,LaLiga,Real Madrid,LaLiga,10,9.0,15.0,3
2184,Robert Acquafresca,Centre-Forward,21,Inter,Italy Serie A,Genoa,Italy Serie A,10,8.0,15.0,1
2185,Keirrison,Centre-Forward,20,Desp. Brasil,Brazil,FC Barcelona,LaLiga,10,14.0,14.0,1
2186,Gareth Barry,Defensive Midfield,28,Aston Villa,Premier League,Man City,Premier League,10,18.5,13.9,2
2187,Michael Turner,Centre-Back,25,Hull City,Premier League,Sunderland,Premier League,10,4.0,13.6,3
2188,Yoann Gourcuff,Attacking Midfield,22,AC Milan,Italy Serie A,G. Bordeaux,French Ligue 1,10,18.5,13.5,2
2189,Stewart Downing,Left Midfield,25,Middlesbrough,English League Championship,Aston Villa,Premier League,10,11.0,13.0,2
2190,Bafétimbi Gomis,Centre-Forward,23,Saint-Étienne,French Ligue 1,Olympique Lyon,French Ligue 1,10,8.0,13.0,1
2191,Stéphane Mbia,Defensive Midfield,23,Stade Rennais,French Ligue 1,Marseille,French Ligue 1,10,9.5,12.0,2
2192,Afonso Alves,Centre-Forward,28,Middlesbrough,English League Championship,Al Sadd,Qatar League,10,6.8,12.0,1
2193,Thomas Vermaelen,Centre-Back,23,AFC Ajax,Eredivisie League(Nederland),Arsenal,Premier League,10,6.0,12.0,3
2194,Darren Bent,Centre-Forward,25,Spurs,Premier League,Sunderland,Premier League,10,12.0,11.8,1
2195,Anatoliy Tymoshchuk,Defensive Midfield,30,Zenit S-Pb,Premier League,Bayern Munich ,German Bundesliga,10,20.0,11.0,2
2196,Ismaël Bangoura,Centre-Forward,24,Dynamo Kyiv,Premier League,Stade Rennais,French Ligue 1,10,9.0,11.0,1
2197,Luca Cigarini,Defensive Midfield,23,Atalanta,Italy Serie A,SSC Napoli,Italy Serie A,10,7.0,11.0,2
2198,Obafemi Martins,Centre-Forward,24,Newcastle,English League Championship,VfL Wolfsburg,German Bundesliga,10,12.5,10.5,1
2199,Peter Crouch,Centre-Forward,28,Portsmouth,Premier League,Spurs,Premier League,10,10.0,10.5,1
2200,Sergio Floccari,Centre-Forward,27,Atalanta,Italy Serie A,Genoa,Italy Serie A,10,9.0,10.5,1
2201,Leonardo Bonucci,Centre-Back,22,Genoa,Italy Serie A,Bari,Italy Serie A,10,0.4,10.5,3
2202,Thiago Motta,Defensive Midfield,26,Genoa,Italy Serie A,Inter,Italy Serie A,10,7.0,10.2,2
2203,Lukas Podolski,Centre-Forward,24,Bayern Munich ,German Bundesliga,1. FC Köln,German Bundesliga,10,12.0,10.0,1
2204,Marcus Berg,Centre-Forward,22,FC Groningen,Eredivisie League(Nederland),Hamburger SV,German Bundesliga,10,8.0,10.0,1
2205,Diniyar Bilyaletdinov,Attacking Midfield,24,Loko Moscow,Premier League,Everton,Premier League,10,6.7,10.0,2
2206,McDonald Mariga,Defensive Midfield,22,Parma,Italy Serie A,Inter,Italy Serie A,10,6.0,10.0,2
2207,Daniele Galloppa,Central Midfield,24,Siena,Italy Serie A,Parma,Italy Serie A,10,4.0,10.0,2
2208,Fabian Delph,Central Midfield,19,Leeds,French Ligue 1,Aston Villa,Premier League,10,0.1,9.5,2
2209,Sébastien Bassong,Centre-Back,23,Newcastle,English League Championship,Spurs,Premier League,10,5.2,9.3,3
2210,Didier Zokora,Defensive Midfield,28,Spurs,Premier League,Sevilla FC,LaLiga,10,8.5,9.0,2
2211,Vladimir Bystrov,Right Midfield,25,Spartak Moscow,Premier League,Zenit S-Pb,Premier League,10,6.3,9.0,2
2212,Eljero Elia,Left Winger,22,FC Twente,Eredivisie League(Nederland),Hamburger SV,German Bundesliga,10,6.0,9.0,1
2213,Mehmet Topuz,Right Midfield,25,Kayserispor,Turkish Super Lig,Fenerbahce,Turkish Super Lig,10,5.7,9.0,2
2214,Stephen Warnock,Left-Back,27,Blackburn,Premier League,Aston Villa,Premier League,10,5.1,9.0,3
2215,Mevlüt Erdinc,Centre-Forward,22,FC Sochaux,French Ligue 1,Paris SG,French Ligue 1,10,7.5,8.5,1
2216,Camilo Zúñiga,Right-Back,23,Siena,Italy Serie A,SSC Napoli,Italy Serie A,10,1.8,8.5,3
2217,Marko Marin,Left Winger,20,Bor. M'gladbach,German Bundesliga,Werder Bremen,German Bundesliga,10,9.0,8.2,1
2218,Djibril Cissé,Centre-Forward,27,Marseille,French Ligue 1,Panathinaikos,Super League Greece,10,10.5,8.0,1
2219,Zdravko Kuzmanovic,Central Midfield,21,Fiorentina,Italy Serie A,VfB Stuttgart,German Bundesliga,10,8.0,8.0,2
2220,Oleksandr Aliyev,Attacking Midfield,24,Dynamo Kyiv,Premier League,Loko Moscow,Premier League,10,7.0,8.0,2
2221,Demy de Zeeuw,Central Midfield,26,AZ Alkmaar,Eredivisie League(Nederland),AFC Ajax,Eredivisie League(Nederland),10,6.5,8.0,2
2222,Cédric Carrasso,Goalkeeper,27,Toulouse,French Ligue 1,G. Bordeaux,French Ligue 1,10,6.0,8.0,4
2223,Adam Johnson,Right Winger,22,Middlesbrough,English League Championship,Man City,Premier League,10,4.5,8.0,1
2224,Douglas Costa,Right Winger,19,Grêmio,Italy Serie A,Shakhtar D.,Premier League,10,4.0,8.0,1
2225,Rodrigo Tabata,Attacking Midfield,28,Gaziantepspor,Turkish Super Lig,Besiktas,Turkish Super Lig,10,3.5,8.0,2
2226,Eduardo Salvio,Right Winger,19,Lanús,Argentina,Atlético Madrid,LaLiga,10,3.5,8.0,1
2227,Dejan Lovren,Centre-Back,20,Dinamo Zagreb,Croatian First Football League,Olympique Lyon,French Ligue 1,10,2.5,8.0,3
2228,Danijel Pranjic,Left-Back,27,Heerenveen,Eredivisie League(Nederland),Bayern Munich ,German Bundesliga,10,9.0,7.7,3
2229,Kevin Doyle,Centre-Forward,25,Reading,English League Championship,Wolves,Premier League,10,4.0,7.6,1
2230,Abdul Kader Keita,Right Winger,27,Olympique Lyon,French Ligue 1,Galatasaray,Turkish Super Lig,10,8.0,7.5,1
2231,Ramires,Central Midfield,22,Cruzeiro,Italy Serie A,Benfica,LaLiga,10,8.0,7.5,2
2232,Leandro,Centre-Forward,24,Gamba Osaka,Japanese League,Al Sadd,Qatar League,10,2.5,7.5,1
2233,Alessandro Rosina,Second Striker,25,Torino,Italy Serie B,Zenit S-Pb,Premier League,10,11.0,7.3,1
2234,Daniel Sturridge,Centre-Forward,19,Man City,Premier League,Chelsea,Premier League,10,3.0,7.25,1
2235,Lúcio,Centre-Back,31,Bayern Munich ,German Bundesliga,Inter,Italy Serie A,10,18.0,7.0,3
2236,Elano,Attacking Midfield,28,Man City,Premier League,Galatasaray,Turkish Super Lig,10,12.5,7.0,2
2237,Josip Simunic,Centre-Back,31,Hertha BSC,German Bundesliga,TSG Hoffenheim,German Bundesliga,10,9.0,7.0,3
2238,Karim Ziani,Attacking Midfield,26,Marseille,French Ligue 1,VfL Wolfsburg,German Bundesliga,10,6.5,7.0,2
2239,Cristian,Defensive Midfield,26,Corinthians,Italy Serie A,Fenerbahce,Turkish Super Lig,10,6.0,7.0,2
2240,Nikola Kalinic,Centre-Forward,21,Hajduk Split,Croatian First Football League,Blackburn,Premier League,10,6.0,7.0,1
2241,Thiago Neves,Attacking Midfield,24,Hamburger SV,German Bundesliga,Hilal,English League Championship,10,5.0,7.0,2
2242,Robert Huth,Centre-Back,24,Middlesbrough,English League Championship,Stoke City,Premier League,10,4.0,7.0,3
2243,Javi García,Defensive Midfield,22,Real Madrid,LaLiga,Benfica,LaLiga,10,4.0,7.0,2
2244,Lee Cattermole,Defensive Midfield,21,Wigan,Premier League,Sunderland,Premier League,10,3.7,7.0,2
2245,Hugo Campagnaro,Centre-Back,29,Sampdoria,Italy Serie A,SSC Napoli,Italy Serie A,10,3.2,7.0,3
2246,Emiliano Viviano,Goalkeeper,23,Brescia,Italy Serie B,Inter,Italy Serie A,10,3.0,7.0,4
2247,Javier Pastore,Attacking Midfield,20,Huracán,Argentina,US Palermo,Italy Serie A,10,3.0,7.0,2
2248,José Sand,Centre-Forward,29,Lanús,Argentina,Al-Ain FC,United Arab Emirates,10,4.5,6.95,1
2249,Richard Dunne,Centre-Back,29,Man City,Premier League,Aston Villa,Premier League,10,9.5,6.8,3
2250,Johnny Heitinga,Centre-Back,25,Atlético Madrid,LaLiga,Everton,Premier League,10,8.0,6.8,3
2251,Adem Ljajic,Attacking Midfield,18,Partizan,Ukraine league,Fiorentina,Italy Serie A,10,4.5,6.8,2
2252,Alessandro Diamanti,Second Striker,26,AS Livorno,Italy Serie A,West Ham,Premier League,10,3.5,6.8,1
2253,Aleksandr Kerzhakov,Centre-Forward,27,Dinamo Moscow,Premier League,Zenit S-Pb,Premier League,10,8.5,6.5,1
2254,Sylvain Distin,Centre-Back,31,Portsmouth,Premier League,Everton,Premier League,10,8.3,6.5,3
2255,Souleymane Diawara,Centre-Back,30,G. Bordeaux,French Ligue 1,Marseille,French Ligue 1,10,7.5,6.5,3
2256,Florent Sinama-Pongolle,Second Striker,25,Atlético Madrid,LaLiga,Sporting CP,LaLiga,10,7.0,6.5,1
2257,Gervinho,Left Winger,22,Le Mans,French Ligue 1,LOSC Lille,French Ligue 1,10,6.0,6.5,1
2258,Mark González,Left Winger,25,Real Betis,LaLiga2,CSKA Moscow,Premier League,10,5.0,6.5,1
2259,Álvaro Pereira,Left-Back,23,CFR Cluj,French Ligue 1,FC Porto,LaLiga,10,3.25,6.5,3
2260,Savio Nsereko,Right Winger,20,West Ham,Premier League,Fiorentina,Italy Serie A,10,4.0,6.2,1
2261,Gonzalo Bergessio,Centre-Forward,25,San Lorenzo,Argentina,Saint-Étienne,French Ligue 1,10,3.3,6.2,1
2262,Wagner,Attacking Midfield,24,Cruzeiro,Italy Serie A,Loko Moscow,Premier League,10,4.5,6.0,2
2263,David Rozehnal,Centre-Back,29,Lazio,Italy Serie A,Hamburger SV,German Bundesliga,10,4.0,6.0,3
2264,Matuzalém,Defensive Midfield,29,Real Zaragoza,LaLiga,Lazio,Italy Serie A,10,4.0,6.0,2
2265,Alex Teixeira,Attacking Midfield,20,Vasco da Gama,Italy Serie A,Shakhtar D.,Premier League,10,3.5,6.0,2
2266,Keisuke Honda,Right Winger,23,VVV-Venlo,Eredivisie League(Nederland),CSKA Moscow,Premier League,10,3.0,6.0,1
2267,Iván Marcano,Centre-Back,22,Racing,LaLiga,Villarreal CF,LaLiga,10,3.0,6.0,3
2268,Oscar,Attacking Midfield,18,São Paulo,Italy Serie A,Internacional,Italy Serie A,10,0.5,6.0,2
2269,Younès Kaboul,Centre-Back,24,Portsmouth,Premier League,Spurs,Premier League,10,5.7,5.9,3
2270,Roger Johnson,Centre-Back,26,Cardiff,English League Championship,Birmingham,Premier League,10,2.0,5.9,3
2271,Kyle Naughton,Right-Back,20,Sheffield Utd.,English League Championship,Spurs,Premier League,10,0.4,5.9,3
2272,Kyle Walker,Right-Back,19,Sheffield Utd.,English League Championship,Spurs,Premier League,10,0.05,5.9,3
2273,Lorik Cana,Centre-Back,25,Marseille,French Ligue 1,Sunderland,Premier League,10,14.0,5.8,3
2274,Tuncay Sanli,Left Winger,27,Middlesbrough,English League Championship,Stoke City,Premier League,10,9.8,5.7,1
2275,Davi,Centre-Forward,25,Nagoya Grampus,Japanese League,Umm Salal,Qatar League,10,3.0,5.7,1
2276,James Collins,Centre-Back,26,West Ham,Premier League,Aston Villa,Premier League,10,2.0,5.7,3
2277,Bryan Ruíz,Left Midfield,23,KAA Gent,Jupiler Pro League(Belgium),FC Twente,Eredivisie League(Nederland),10,5.0,5.5,2
2278,Ikechukwu Uche,Centre-Forward,25,Getafe CF,LaLiga,Real Zaragoza,LaLiga,10,4.0,5.5,1
2279,Sergio Asenjo,Goalkeeper,20,Real Valladolid,LaLiga,Atlético Madrid,LaLiga,10,4.0,5.5,4
2280,Lorenzo De Silvestri,Right-Back,21,Lazio,Italy Serie A,Fiorentina,Italy Serie A,10,3.2,5.5,3
2281,Ismail Köybasi,Left-Back,20,Gaziantepspor,Turkish Super Lig,Besiktas,Turkish Super Lig,10,2.5,5.5,3
2282,Falcao,Centre-Forward,23,River Plate,Argentina,FC Porto,LaLiga,10,6.5,5.43,1
2283,Houssine Kharja,Central Midfield,26,Siena,Italy Serie A,Genoa,Italy Serie A,10,4.0,5.2,2
2284,James McCarthy,Central Midfield,18,Hamilton Acad.,Premier League,Wigan,Premier League,10,1.25,5.1,2
2285,Maxwell,Left-Back,27,Inter,Italy Serie A,FC Barcelona,LaLiga,10,13.5,5.0,3
2286,Álvaro Negredo,Centre-Forward,23,UD Almería,LaLiga,Real Madrid,LaLiga,10,12.0,5.0,1
2287,Marco Amelia,Goalkeeper,27,US Palermo,Italy Serie A,Genoa,Italy Serie A,10,10.0,5.0,4
2288,Fernando Belluschi,Attacking Midfield,25,Olympiacos,Super League Greece,FC Porto,LaLiga,10,8.5,5.0,2
2289,André Santos,Attacking Midfield,26,Corinthians,Italy Serie A,Fenerbahce,Turkish Super Lig,10,6.0,5.0,2
2290,Danko Lazovic,Second Striker,26,PSV Eindhoven,Eredivisie League(Nederland),Zenit S-Pb,Premier League,10,5.5,5.0,1
2291,Réver,Centre-Back,25,Grêmio,Italy Serie A,VfL Wolfsburg,German Bundesliga,10,5.5,5.0,3
2292,Javier Saviola,Second Striker,27,Real Madrid,LaLiga,Benfica,LaLiga,10,5.0,5.0,1
2293,Matteo Ferrari,Centre-Back,29,Genoa,Italy Serie A,Besiktas,Turkish Super Lig,10,5.0,5.0,3
2294,Rubinho,Goalkeeper,27,Genoa,Italy Serie A,US Palermo,Italy Serie A,10,5.0,5.0,4
2295,Miguel Ángel Moyà,Goalkeeper,25,RCD Mallorca,LaLiga,Valencia CF,LaLiga,10,5.0,5.0,4
2296,Yevgen Seleznov,Centre-Forward,24,Shakhtar D.,Premier League,Dnipro,Premier League,10,4.25,5.0,1
2297,Roman Eremenko,Attacking Midfield,22,Udinese Calcio,Italy Serie A,Dynamo Kyiv,Premier League,10,3.5,5.0,2
2298,Franco Semioli,Right Winger,29,Fiorentina,Italy Serie A,Sampdoria,Italy Serie A,10,3.0,5.0,1
2299,Boubacar Sanogo,Centre-Forward,26,Werder Bremen,German Bundesliga,Saint-Étienne,French Ligue 1,10,3.0,5.0,1
2301,Daniele Vantaggiato,Centre-Forward,25,Parma,Italy Serie A,Padova,Italy Serie B,10,3.0,5.0,1
2302,Erwin Hoffer,Centre-Forward,22,Rapid Vienna,German Bundesliga,SSC Napoli,Italy Serie A,10,2.6,5.0,1
2303,Alan Kasaev,Left Winger,23,Kuban Krasnodar,Premier League,Rubin Kazan,Premier League,10,2.5,5.0,1
2304,Riccardo Meggiorini,Second Striker,23,Inter,Italy Serie A,Genoa,Italy Serie A,10,1.8,5.0,1
2305,Andrea Pisanu,Right Midfield,28,Parma,Italy Serie A,Bologna,Italy Serie A,10,1.75,5.0,2
2306,Alessandro Budel,Defensive Midfield,28,Parma,Italy Serie A,Brescia,Italy Serie B,10,0.85,5.0,2
2307,Rodrigo Palacio,Centre-Forward,27,Boca Juniors,Argentina,Genoa,Italy Serie A,10,9.5,4.9,1
2308,Pavel Pogrebnyak,Centre-Forward,25,Zenit S-Pb,Premier League,VfB Stuttgart,German Bundesliga,10,9.0,4.8,1
2309,Zat Knight,Centre-Back,29,Aston Villa,Premier League,Bolton,Premier League,10,5.0,4.7,3
2310,Michael Chopra,Centre-Forward,25,Sunderland,Premier League,Cardiff,English League Championship,10,4.5,4.7,1
2311,Steven Fletcher,Centre-Forward,22,Hibernian FC,Premier League,Burnley,Premier League,10,4.0,4.7,1
2312,Igor Semshov,Central Midfield,31,Zenit S-Pb,Premier League,Dinamo Moscow,Premier League,10,3.5,4.7,2
2313,Franco Zuculini,Central Midfield,18,Racing Club,Argentina,TSG Hoffenheim,German Bundesliga,10,3.0,4.6,2
2314,Alberto Zapater,Defensive Midfield,24,Real Zaragoza,LaLiga,Genoa,Italy Serie A,10,8.0,4.5,2
2315,Marco Marchionni,Right Midfield,29,Juventus,Italy Serie A,Fiorentina,Italy Serie A,10,6.0,4.5,2
2316,Aleksandr Samedov,Right Winger,25,FK Moskau,Russian Premier Liga,Dinamo Moscow,Premier League,10,3.8,4.5,1
2317,Özer Hurmaci,Attacking Midfield,22,Osmanlispor,Turkish Super Lig,Fenerbahce,Turkish Super Lig,10,3.5,4.5,2
2318,Kevin-Prince Boateng,Central Midfield,22,Spurs,Premier League,Portsmouth,Premier League,10,3.0,4.5,2
2319,Édgar Barreto,Central Midfield,24,Reggina,Italy Serie B,Atalanta,Italy Serie A,10,2.5,4.5,2
2320,Reginaldo,Centre-Forward,25,Parma,Italy Serie A,Siena,Italy Serie A,10,2.0,4.5,1
2321,Nenê,Centre-Forward,25,Nacional,LaLiga,Cagliari Calcio,Italy Serie A,10,2.0,4.5,1
2322,Maicosuel,Left Winger,23,Desp. Brasil,Brazil,TSG Hoffenheim,German Bundesliga,10,2.0,4.5,1
2323,Mame Diouf,Centre-Forward,21,Molde FK,Eliteserien(Norway),Man Utd,Premier League,10,2.0,4.5,1
2324,Leandro Almeida,Centre-Back,22,Atlético-MG,Italy Serie A,Dynamo Kyiv,Premier League,10,1.5,4.5,3
2325,Marc-Antoine Fortuné,Centre-Forward,28,AS Nancy,French Ligue 1,Celtic,Premier League,10,3.6,4.4,1
2326,Scott McDonald,Centre-Forward,26,Celtic,Premier League,Middlesbrough,English League Championship,10,6.0,4.3,1
2327,Nihat Kahveci,Centre-Forward,29,Villarreal CF,LaLiga,Besiktas,Turkish Super Lig,10,10.0,4.25,1
2328,Alex Frei,Centre-Forward,30,Bor. Dortmund,German Bundesliga,FC Basel,Super League Greece,10,8.0,4.25,1
2329,Aquivaldo Mosquera,Centre-Back,28,Sevilla FC,LaLiga,América,Mexican League,10,4.0,4.2,3
2330,Raúl Bobadilla,Centre-Forward,22,Grasshoppers,Super League Greece,Bor. M'gladbach,German Bundesliga,10,4.0,4.2,1
2331,Mats Hummels,Centre-Back,20,Bayern Munich ,German Bundesliga,Bor. Dortmund,German Bundesliga,10,4.0,4.2,3
2332,Edgaras Cesnauskis,Left Midfield,25,FK Moskau,Russian Premier Liga,Dinamo Moscow,Premier League,10,3.7,4.2,2
2333,Lucas Barrios,Centre-Forward,24,Colo Colo,LaLiga,Bor. Dortmund,German Bundesliga,10,2.4,4.2,1
2334,Fraizer Campbell,Centre-Forward,21,Man Utd,Premier League,Sunderland,Premier League,10,2.8,4.1,1
2335,Douglas,Attacking Midfield,27,Corinthians,Italy Serie A,Al-Wasl,United Arab Emirates,10,2.7,4.1,2
2336,Álvaro Arbeloa,Right-Back,26,Liverpool,Premier League,Real Madrid,LaLiga,10,11.0,4.0,3
2337,Pedro León,Right Winger,22,Real Valladolid,LaLiga,Getafe CF,LaLiga,10,6.0,4.0,1
2338,Damien Duff,Right Midfield,30,Newcastle,English League Championship,Fulham,Premier League,10,5.7,4.0,2
2339,Zé Roberto,Left Midfield,35,Nacional,LaLiga,Hamburger SV,German Bundesliga,10,5.0,4.0,2
2340,Ibson,Central Midfield,25,FC Porto,LaLiga,Spartak Moscow,Premier League,10,5.0,4.0,2
2341,Mathieu Coutadeur,Central Midfield,23,Le Mans,French Ligue 1,Monaco,French Ligue 1,10,5.0,4.0,2
2342,Esteban Granero,Central Midfield,22,Getafe CF,LaLiga,Real Madrid,LaLiga,10,5.0,4.0,2
2343,Pablo Barrientos,Right Winger,24,FK Moskau,Premier League,Catania,Italy Serie A,10,4.2,4.0,1
2344,Stephen Hunt,Left Midfield,28,Reading,English League Championship,Hull City,Premier League,10,4.0,4.0,2
2345,Orlando Engelaar,Defensive Midfield,29,FC Schalke 04,German Bundesliga,PSV Eindhoven,Eredivisie League(Nederland),10,3.5,4.0,2
2346,Michaël Ciani,Centre-Back,25,FC Lorient,French Ligue 1,G. Bordeaux,French Ligue 1,10,3.0,4.0,3
2347,Sebastián Leto,Left Winger,22,Liverpool,Premier League,Panathinaikos,Super League Greece,10,3.0,4.0,1
2348,Gabriel Obertan,Right Winger,20,G. Bordeaux,French Ligue 1,Man Utd,Premier League,10,3.0,4.0,1
2349,Brown Ideye,Centre-Forward,21,Neuchâtel Xamax,Super League Greece,FC Sochaux,French Ligue 1,10,3.0,4.0,1
2350,Gaël Givet,Centre-Back,27,Marseille,French Ligue 1,Blackburn,Premier League,10,2.7,4.0,3
2351,Éder Luís,Right Winger,24,Atlético-MG,Italy Serie A,Benfica,LaLiga,10,2.0,4.0,1
2352,Juan Forlín,Centre-Back,21,Boca Juniors,Argentina,Espanyol,LaLiga,10,2.0,4.0,3
2353,Maicón,Right Winger,20,Desp. Brasil,Brazil,Loko Moscow,Premier League,10,2.0,4.0,1
2354,Danilo Silva,Centre-Back,23,Internacional,Italy Serie A,Dynamo Kyiv,Premier League,10,1.4,4.0,3
2355,Éverton,Left Winger,21,Desp. Brasil,Brazil,Tigres UANL,Mexican League,10,1.3,4.0,1
2356,Nicolás Lodeiro,Attacking Midfield,20,Nacional,LaLiga,AFC Ajax,Eredivisie League(Nederland),10,1.25,4.0,2
2357,Leandro Caruso,Centre-Forward,27,CD Godoy Cruz,Argentina,Udinese Calcio,Italy Serie A,10,1.0,4.0,1
2358,Victor Ramos,Centre-Back,20,EC Vitória,Italy Serie A,Standard Liège,Jupiler Pro League(Belgium),10,0.9,4.0,3
2359,Pablo Fontanello,Centre-Back,24,Tigre,Argentina,Parma,Italy Serie A,10,0.8,4.0,3
2360,Scott Dann,Centre-Back,22,Coventry City,English League Championship,Birmingham,Premier League,10,0.75,4.0,3
2361,Leonardo Bonucci,Centre-Back,22,Inter,Italy Serie A,Genoa,Italy Serie A,10,0.4,4.0,3
2362,Eren Derdiyok,Centre-Forward,21,FC Basel,Super League Greece,Bay. Leverkusen,German Bundesliga,10,1.9,3.8,1
2363,Radoslav Kovac,Centre-Back,29,Spartak Moscow,Premier League,West Ham,Premier League,10,4.5,3.8,3
2364,Andrea Dossena,Left Midfield,28,Liverpool,Premier League,SSC Napoli,Italy Serie A,10,6.0,3.75,2
2365,Asmir Begovic,Goalkeeper,22,Portsmouth,Premier League,Stoke City,Premier League,10,1.5,3.75,4
2366,Emiliano Moretti,Centre-Back,28,Valencia CF,LaLiga,Genoa,Italy Serie A,10,8.0,3.7,3
2367,Thomas Kahlenberg,Central Midfield,26,AJ Auxerre,French Ligue 1,VfL Wolfsburg,German Bundesliga,10,4.5,3.7,2
2368,Mateja Kezman,Centre-Forward,30,Fenerbahce,Turkish Super Lig,Paris SG,French Ligue 1,10,2.7,3.7,1
2369,Matías Fernández,Attacking Midfield,23,Villarreal CF,LaLiga,Sporting CP,LaLiga,10,7.0,3.64,2
2370,Juan Arango,Left Winger,29,RCD Mallorca,LaLiga,Bor. M'gladbach,German Bundesliga,10,7.0,3.6,1
2371,Daniel Montenegro,Attacking Midfield,30,Independiente,Argentina,América,Mexican League,10,6.2,3.6,2
2372,Antonio Mirante,Goalkeeper,26,Sampdoria,Italy Serie A,Parma,Italy Serie A,10,2.0,3.6,4
2373,Carlos Villanueva,Attacking Midfield,23,Audax Italiano,LaLiga,Al-Shabab,United Arab Emirates,10,1.9,3.6,2
2374,Konstantinos Katsouranis,Defensive Midfield,30,Benfica,LaLiga,Panathinaikos,Super League Greece,10,7.0,3.5,2
2375,Hérita Ilunga,Left-Back,27,Toulouse,French Ligue 1,West Ham,Premier League,10,5.5,3.5,3
2376,Gelson Fernandes,Defensive Midfield,22,Man City,Premier League,Saint-Étienne,French Ligue 1,10,5.5,3.5,2
2377,Christian Giménez,Attacking Midfield,28,CF Pachuca,Mexican League,CD Cruz Azul,Mexican League,10,5.0,3.5,2
2378,Ivan Obradovic,Left-Back,21,Partizan,Ukraine league,Real Zaragoza,LaLiga,10,4.5,3.5,3
2379,Boško Jankovic,Right Winger,25,US Palermo,Italy Serie A,Genoa,Italy Serie A,10,4.0,3.5,1
2380,Daniele Mannini,Right Midfield,25,SSC Napoli,Italy Serie A,Sampdoria,Italy Serie A,10,4.0,3.5,2
2381,Marco Motta,Right-Back,23,Udinese Calcio,Italy Serie A,AS Roma,Italy Serie A,10,4.0,3.5,3
2382,Paulo Machado,Central Midfield,23,FC Porto,LaLiga,Toulouse,French Ligue 1,10,3.2,3.5,2
2383,Dean Whitehead,Central Midfield,27,Sunderland,Premier League,Stoke City,Premier League,10,3.0,3.5,2
2384,Emiliano Viviano,Goalkeeper,23,Inter,Italy Serie A,Bologna,Italy Serie A,10,3.0,3.5,4
2385,Alexander Tettey,Defensive Midfield,23,Rosenborg BK,Eliteserien(Norway),Stade Rennais,French Ligue 1,10,3.0,3.5,2
2386,Mario Bolatti,Defensive Midfield,24,FC Porto,LaLiga,Fiorentina,Italy Serie A,10,2.5,3.5,2
2387,Sekou Cissé,Centre-Forward,24,Roda JC,Eredivisie League(Nederland),Feyenoord,Eredivisie League(Nederland),10,2.5,3.5,1
2388,Seyi Olofinjana,Central Midfield,29,Stoke City,Premier League,Hull City,Premier League,10,2.2,3.5,2
