,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
2389,Michele Paolucci,Centre-Forward,23,Juventus,Italy Serie A,Siena,Italy Serie A,10,2.0,3.5,1
2390,Craig Gardner,Central Midfield,23,Aston Villa,Premier League,Birmingham,Premier League,10,2.0,3.5,2
2391,Ched Evans,Centre-Forward,20,Man City,Premier League,Sheffield Utd.,English League Championship,10,1.2,3.5,1
2392,Fabián Orellana,Right Winger,23,Audax Italiano,LaLiga,Udinese Calcio,Italy Serie A,10,0.8,3.5,1
2393,Jonathan Pereira,Centre-Forward,22,Villarreal CF,LaLiga,Real Betis,LaLiga2,10,1.7,3.4,1
2394,Quincy Owusu-Abeyie,Left Winger,23,Spartak Moscow,Premier League,Al Sadd,Qatar League,10,1.0,3.4,1
2395,Míchel,Central Midfield,24,Sporting Gijón,LaLiga,Birmingham,Premier League,10,2.4,3.3,2
2396,Sebastián Prediger,Defensive Midfield,22,Colón,Argentina,FC Porto,LaLiga,10,2.2,3.3,2
2397,Michele Paolucci,Centre-Forward,23,Udinese Calcio,Italy Serie A,Juventus,Italy Serie A,10,2.0,3.3,1
2398,Fernando Torres,Centre-Forward,26,Liverpool,Premier League,Chelsea,Premier League,11,50.0,58.5,1
2399,Andy Carroll,Centre-Forward,22,Newcastle,Premier League,Liverpool,Premier League,11,2.5,41.0,1
2400,David Villa,Centre-Forward,28,Valencia CF,LaLiga,FC Barcelona,LaLiga,11,45.0,40.0,1
2401,Edin Dzeko,Centre-Forward,24,VfL Wolfsburg,German Bundesliga,Man City,Premier League,11,30.0,37.0,1
2402,Ángel Di María,Right Winger,22,Benfica,LaLiga,Real Madrid,LaLiga,11,9.5,33.0,1
2403,Yaya Touré,Central Midfield,27,FC Barcelona,LaLiga,Man City,Premier League,11,18.0,30.0,2
2404,Mario Balotelli,Centre-Forward,20,Inter,Italy Serie A,Man City,Premier League,11,26.0,29.5,1
2405,David Silva,Attacking Midfield,24,Valencia CF,LaLiga,Man City,Premier League,11,32.0,28.75,2
2406,Luis Suárez,Centre-Forward,24,AFC Ajax,Eredivisie League(Nederland),Liverpool,Premier League,11,25.0,26.5,1
2407,David Luiz,Centre-Back,23,Benfica,LaLiga,Chelsea,Premier League,11,14.0,25.0,3
2408,Aleksandar Kolarov,Left-Back,24,Lazio,Italy Serie A,Man City,Premier League,11,9.0,23.86,3
2409,Yoann Gourcuff,Attacking Midfield,24,G. Bordeaux,French Ligue 1,Olympique Lyon,French Ligue 1,11,22.5,22.0,2
2410,James Milner,Central Midfield,24,Aston Villa,Premier League,Man City,Premier League,11,20.0,22.0,2
2411,Bruno Alves,Centre-Back,28,FC Porto,LaLiga,Zenit S-Pb,Premier League,11,18.0,22.0,3
2412,Ramires,Central Midfield,23,Benfica,LaLiga,Chelsea,Premier League,11,14.0,22.0,2
2413,Darren Bent,Centre-Forward,26,Sunderland,Premier League,Aston Villa,Premier League,11,18.0,21.5,1
2414,Javier Mascherano,Defensive Midfield,26,Liverpool,Premier League,FC Barcelona,LaLiga,11,26.0,20.0,2
2415,Carlos Eduardo,Attacking Midfield,23,TSG Hoffenheim,German Bundesliga,Rubin Kazan,Premier League,11,14.5,20.0,2
2416,Andrea Ranocchia,Centre-Back,22,Genoa,Italy Serie A,Inter,Italy Serie A,11,10.0,18.5,3
2417,Mesut Özil,Attacking Midfield,21,Werder Bremen,German Bundesliga,Real Madrid,LaLiga,11,27.0,18.0,2
2418,Giampaolo Pazzini,Centre-Forward,26,Sampdoria,Italy Serie A,Inter,Italy Serie A,11,19.0,18.0,1
2419,Robinho,Left Winger,26,Man City,Premier League,AC Milan,Italy Serie A,11,15.0,18.0,1
2420,Luiz Gustavo,Defensive Midfield,23,TSG Hoffenheim,German Bundesliga,Bayern Munich ,German Bundesliga,11,6.5,17.0,2
2421,André-Pierre Gignac,Centre-Forward,24,Toulouse,French Ligue 1,Marseille,French Ligue 1,11,14.5,16.0,1
2422,Asamoah Gyan,Centre-Forward,24,Stade Rennais,French Ligue 1,Sunderland,Premier League,11,11.0,16.0,1
2423,Diego,Attacking Midfield,25,Juventus,Italy Serie A,VfL Wolfsburg,German Bundesliga,11,24.0,15.5,2
2424,Loïc Rémy,Centre-Forward,23,OGC Nice,French Ligue 1,Marseille,French Ligue 1,11,12.0,15.5,1
2425,Leonardo Bonucci,Centre-Back,23,Bari,Italy Serie A,Juventus,Italy Serie A,11,8.0,15.5,3
2426,Milos Krasic,Central Midfield,25,CSKA Moscow,Premier League,Juventus,Italy Serie A,11,15.0,15.0,2
2427,Dmytro Chygrynskiy,Centre-Back,23,FC Barcelona,LaLiga,Shakhtar D.,Premier League,11,8.0,15.0,3
2428,Sami Khedira,Central Midfield,23,VfB Stuttgart,German Bundesliga,Real Madrid,LaLiga,11,18.0,14.0,2
2429,Klaas-Jan Huntelaar,Centre-Forward,27,AC Milan,Italy Serie A,FC Schalke 04,German Bundesliga,11,13.0,14.0,1
2430,Hernanes,Attacking Midfield,25,São Paulo,Italy Serie A,Lazio,Italy Serie A,11,9.0,13.5,2
2431,Raúl Meireles,Central Midfield,27,FC Porto,LaLiga,Liverpool,Premier League,11,11.0,13.0,2
2432,Jérôme Boateng,Centre-Back,21,Hamburger SV,German Bundesliga,Man City,Premier League,11,15.0,12.5,3
2433,Laurent Koscielny,Centre-Back,24,FC Lorient,French Ligue 1,Arsenal,Premier League,11,5.0,12.5,3
2434,Simon Kjær,Centre-Back,21,US Palermo,Italy Serie A,VfL Wolfsburg,German Bundesliga,11,12.0,12.0,3
2435,Aleksandr Bukharov,Centre-Forward,25,Rubin Kazan,Premier League,Zenit S-Pb,Premier League,11,10.0,12.0,1
2436,Filipe Luís,Left-Back,24,Dep. La Coruña,LaLiga,Atlético Madrid,LaLiga,11,10.0,12.0,3
2437,Jorge Martínez,Right Winger,27,Catania,Italy Serie A,Juventus,Italy Serie A,11,8.0,12.0,1
2438,Aiden McGeady,Right Winger,24,Celtic,Premier League,Spartak Moscow,Premier League,11,8.0,12.0,1
2439,João Moutinho,Central Midfield,23,Sporting CP,LaLiga,FC Porto,LaLiga,11,14.5,11.0,2
2440,José Manuel Jurado,Attacking Midfield,24,Atlético Madrid,LaLiga,FC Schalke 04,German Bundesliga,11,13.0,11.0,2
2441,Seydou Doumbia,Centre-Forward,22,BSC Young Boys,Super League Greece,CSKA Moscow,Premier League,11,8.0,11.0,1
2442,Giuliano,Attacking Midfield,20,Internacional,Italy Serie A,Dnipro,Premier League,11,8.0,11.0,2
2443,Rafael van der Vaart,Attacking Midfield,27,Real Madrid,LaLiga,Spurs,Premier League,11,15.0,10.5,2
2444,Roberto Soldado,Centre-Forward,25,Getafe CF,LaLiga,Valencia CF,LaLiga,11,10.0,10.0,1
2445,Sandro,Defensive Midfield,21,Internacional,Italy Serie A,Spurs,Premier League,11,9.0,10.0,2
2446,Pedro León,Right Winger,23,Getafe CF,LaLiga,Real Madrid,LaLiga,11,8.0,10.0,1
2447,Jucilei,Defensive Midfield,22,Corinthians,Italy Serie A,Anzhi,Premier League,11,6.5,10.0,2
2448,Nicolás Pareja,Centre-Back,26,Espanyol,LaLiga,Spartak Moscow,Premier League,11,6.0,10.0,3
2449,Stephen Ireland,Attacking Midfield,24,Man City,Premier League,Aston Villa,Premier League,11,13.0,9.7,2
2450,Kenwyne Jones,Centre-Forward,25,Sunderland,Premier League,Stoke City,Premier League,11,10.0,9.7,1
2451,Adriano,Left-Back,25,Sevilla FC,LaLiga,FC Barcelona,LaLiga,11,20.0,9.5,3
2452,Salvatore Bocchetti,Centre-Back,23,Genoa,Italy Serie A,Rubin Kazan,Premier League,11,6.5,9.5,3
2453,Zoran Tosic,Right Winger,23,Man Utd,Premier League,CSKA Moscow,Premier League,11,5.5,9.5,1
2454,Miguel Veloso,Defensive Midfield,24,Sporting CP,LaLiga,Genoa,Italy Serie A,11,11.5,9.0,2
2455,Mamadou Niang,Centre-Forward,30,Marseille,French Ligue 1,Fenerbahce,Turkish Super Lig,11,11.0,9.0,1
2456,Obafemi Martins,Centre-Forward,25,VfL Wolfsburg,German Bundesliga,Rubin Kazan,Premier League,11,10.5,9.0,1
2457,Bebé,Left Winger,20,Vit. Guimarães,LaLiga,Man Utd,Premier League,11,0.1,8.8,1
2458,Sebastián Blanco,Attacking Midfield,22,Lanús,Argentina,Metalist,Premier League,11,4.0,8.7,2
2459,Zvjezdan Misimovic,Attacking Midfield,28,VfL Wolfsburg,German Bundesliga,Galatasaray,Turkish Super Lig,11,14.5,8.5,2
2460,Sergio Floccari,Centre-Forward,28,Genoa,Italy Serie A,Lazio,Italy Serie A,11,10.0,8.5,1
2461,Víctor Ruiz,Centre-Back,21,Espanyol,LaLiga,SSC Napoli,Italy Serie A,11,4.0,8.5,3
2462,Roberto,Goalkeeper,24,Atlético Madrid,LaLiga,Benfica,LaLiga,11,2.0,8.5,4
2463,Nico Gaitán,Left Winger,22,Boca Juniors,Argentina,Benfica,LaLiga,11,5.0,8.4,1
2464,Abdul Kader Keita,Right Winger,28,Galatasaray,Turkish Super Lig,Al Sadd,Qatar League,11,10.0,8.15,1
2465,André,Centre-Forward,19,Santos FC,Italy Serie A,Dynamo Kyiv,Premier League,11,4.0,8.1,1
2466,Ricardo Carvalho,Centre-Back,32,Chelsea,Premier League,Real Madrid,LaLiga,11,17.5,8.0,3
2467,Rafinha,Right-Back,24,FC Schalke 04,German Bundesliga,Genoa,Italy Serie A,11,12.0,8.0,3
2468,Diego Godín,Centre-Back,24,Villarreal CF,LaLiga,Atlético Madrid,LaLiga,11,12.0,8.0,3
2469,Oleksandr Aliyev,Attacking Midfield,26,Loko Moscow,Premier League,Dynamo Kyiv,Premier League,11,10.0,8.0,2
2470,Moubarak Boussoufa,Attacking Midfield,26,RSC Anderlecht,Jupiler Pro League(Belgium),Anzhi,Premier League,11,9.0,8.0,2
2471,Nicolás Burdisso,Centre-Back,29,Inter,Italy Serie A,AS Roma,Italy Serie A,11,7.0,8.0,3
2472,Ismaël Bangoura,Centre-Forward,25,Stade Rennais,French Ligue 1,Al-Nasr,United Arab Emirates,11,6.0,8.0,1
2473,Chris Smalling,Centre-Back,20,Fulham,Premier League,Man Utd,Premier League,11,2.0,8.0,3
2474,Luís Fabiano,Centre-Forward,30,Sevilla FC,LaLiga,São Paulo,Italy Serie A,11,8.0,7.6,1
2475,Heiko Westermann,Centre-Back,26,FC Schalke 04,German Bundesliga,Hamburger SV,German Bundesliga,11,9.0,7.5,3
2476,Wesley,Central Midfield,23,Santos FC,Italy Serie A,Werder Bremen,German Bundesliga,11,6.0,7.5,2
2477,Chicharito,Centre-Forward,22,Chivas,Mexican League,Man Utd,Premier League,11,6.0,7.5,1
2478,James Rodríguez,Attacking Midfield,18,CA Banfield,Argentina,FC Porto,LaLiga,11,2.5,7.35,2
2479,Ricardo Quaresma,Right Winger,26,Inter,Italy Serie A,Besiktas,Turkish Super Lig,11,12.0,7.3,1
2480,Eduardo,Centre-Forward,27,Arsenal,Premier League,Shakhtar D.,Premier League,11,10.5,7.2,1
2481,Steven Fletcher,Centre-Forward,23,Burnley,English League Championship,Wolves,Premier League,11,4.5,7.2,1
2482,Yossi Benayoun,Right Winger,30,Liverpool,Premier League,Chelsea,Premier League,11,10.5,7.0,1
2483,Stéphane Sessègnon,Attacking Midfield,26,Paris SG,French Ligue 1,Sunderland,Premier League,11,8.5,7.0,2
2484,Nikola Zigic,Centre-Forward,29,Valencia CF,LaLiga,Birmingham,Premier League,11,8.0,7.0,1
2485,Dieumerci Mbokani,Centre-Forward,24,Standard Liège,Jupiler Pro League(Belgium),Monaco,French Ligue 1,11,8.0,7.0,1
2486,Jonathan Biabiany,Right Winger,22,Inter,Italy Serie A,Sampdoria,Italy Serie A,11,7.5,7.0,1
2487,Mario Mandzukic,Left Winger,24,Dinamo Zagreb,Croatian First Football League,VfL Wolfsburg,German Bundesliga,11,7.5,7.0,1
2488,Elias,Central Midfield,25,Corinthians,Italy Serie A,Atlético Madrid,LaLiga,11,7.0,7.0,2
2489,Ryan Babel,Left Winger,24,Liverpool,Premier League,TSG Hoffenheim,German Bundesliga,11,6.5,7.0,1
2490,Blerim Dzemaili,Central Midfield,24,Torino,Italy Serie B,Parma,Italy Serie A,11,5.0,7.0,2
2491,Marc Janko,Centre-Forward,27,RB Salzburg,German Bundesliga,FC Twente,Eredivisie League(Nederland),11,4.5,7.0,1
2492,Aleksandar Lukovic,Centre-Back,27,Udinese Calcio,Italy Serie A,Zenit S-Pb,Premier League,11,3.8,7.0,3
2493,Luca Antonelli,Left-Back,23,Parma,Italy Serie A,Genoa,Italy Serie A,11,3.5,7.0,3
2494,Oleksandr Gladky,Centre-Forward,22,Shakhtar D.,Premier League,Dnipro,Premier League,11,3.0,7.0,1
2495,Ben Foster,Goalkeeper,27,Man Utd,Premier League,Birmingham,Premier League,11,3.0,7.0,4
2496,Andrea Rispoli,Right-Back,21,Brescia,Italy Serie A,Parma,Italy Serie A,11,1.5,7.0,3
2497,Sébastien Squillaci,Centre-Back,30,Sevilla FC,LaLiga,Arsenal,Premier League,11,8.0,6.5,3
2498,Issiar Dia,Right Winger,23,AS Nancy,French Ligue 1,Fenerbahce,Turkish Super Lig,11,6.5,6.5,1
2499,Tino Costa,Central Midfield,25,Montpellier,French Ligue 1,Valencia CF,LaLiga,11,6.4,6.5,2
2500,Víctor Montaño,Centre-Forward,26,Montpellier,French Ligue 1,Stade Rennais,French Ligue 1,11,4.0,6.5,1
2501,Mattia Destro,Centre-Forward,19,Inter U19,Italy Serie B,Genoa,Italy Serie A,11,1.0,6.5,1
2502,Felipe,Centre-Back,25,Udinese Calcio,Italy Serie A,Fiorentina,Italy Serie A,11,6.5,6.3,3
2503,Taison,Left Winger,22,Internacional,Italy Serie A,Metalist,Premier League,11,1.2,6.3,1
2504,Jean II Makoun,Defensive Midfield,27,Olympique Lyon,French Ligue 1,Aston Villa,Premier League,11,7.5,6.2,2
2505,Marko Arnautovic,Left Winger,21,FC Twente,Eredivisie League(Nederland),Werder Bremen,German Bundesliga,11,6.5,6.2,1
2506,Albert Riera,Left Winger,28,Liverpool,Premier League,Olympiacos,Super League Greece,11,14.0,6.0,1
2507,Alex,Attacking Midfield,29,Spartak Moscow,Premier League,Corinthians,Italy Serie A,11,8.0,6.0,2
2508,Jimmy Briand,Centre-Forward,24,Stade Rennais,French Ligue 1,Olympique Lyon,French Ligue 1,11,7.8,6.0,1
2509,Mousa Dembélé,Central Midfield,23,AZ Alkmaar,Eredivisie League(Nederland),Fulham,Premier League,11,7.5,6.0,2
2510,Raffaele Palladino,Left Winger,26,Genoa,Italy Serie A,Parma,Italy Serie A,11,7.0,6.0,1
2511,Hatem Ben Arfa,Attacking Midfield,23,Marseille,French Ligue 1,Newcastle,Premier League,11,7.0,6.0,2
2512,César Azpilicueta,Right-Back,20,CA Osasuna,LaLiga,Marseille,French Ligue 1,11,7.0,6.0,3
2513,Abdoulay Konko,Right-Back,26,Sevilla FC,LaLiga,Genoa,Italy Serie A,11,6.0,6.0,3
2514,Sergio Canales,Attacking Midfield,19,Racing,LaLiga,Real Madrid,LaLiga,11,6.0,6.0,2
2515,Walter,Centre-Forward,20,Internacional,Italy Serie A,FC Porto,LaLiga,11,5.0,6.0,1
2516,Guilherme,Second Striker,22,Dynamo Kyiv,Premier League,Atlético-MG,Italy Serie A,11,4.8,6.0,1
2517,Lacina Traoré,Centre-Forward,20,CFR Cluj,French Ligue 1,Kuban Krasnodar,Premier League,11,4.0,6.0,1
2520,Henrikh Mkhitaryan,Attacking Midfield,21,Metalurh D.,Premier League,Shakhtar D.,Premier League,11,2.925,5.85,2
2521,Kevin-Prince Boateng,Central Midfield,23,Portsmouth,English League Championship,Genoa,Italy Serie A,11,4.0,5.7,2
2522,Gojko Kacar,Defensive Midfield,23,Hertha BSC,German Bundesliga 2,Hamburger SV,German Bundesliga,11,8.5,5.5,2
2523,Mehmet Topal,Defensive Midfield,24,Galatasaray,Turkish Super Lig,Valencia CF,LaLiga,11,7.5,5.5,2
2524,Tiberio Guarente,Central Midfield,24,Atalanta,Italy Serie B,Sevilla FC,LaLiga,11,5.5,5.5,2
2525,Miroslav Stoch,Left Winger,20,Chelsea,Premier League,Fenerbahce,Turkish Super Lig,11,4.5,5.5,1
2526,Franco Jara,Centre-Forward,21,Arsenal FC,Argentina,Benfica,LaLiga,11,2.2,5.5,1
2527,Christian Poulsen,Defensive Midfield,30,Juventus,Italy Serie A,Liverpool,Premier League,11,5.5,5.48,2
2528,Samuel Inkoom,Right Winger,21,FC Basel,Super League Greece,Dnipro,Premier League,11,4.5,5.3,1
2529,Gylfi Sigurdsson,Attacking Midfield,20,Reading,English League Championship,TSG Hoffenheim,German Bundesliga,11,5.0,5.2,2
2530,Nicola Pozzi,Centre-Forward,24,FC Empoli,Italy Serie B,Sampdoria,Italy Serie A,11,3.0,5.2,1
2531,Mauricio Pinilla,Centre-Forward,26,Grosseto,Italy Serie B,US Palermo,Italy Serie A,11,2.5,5.1,1
2532,Nenê,Attacking Midfield,29,Monaco,French Ligue 1,Paris SG,French Ligue 1,11,10.0,5.0,2
2533,Patrick Helmes,Centre-Forward,26,Bay. Leverkusen,German Bundesliga,VfL Wolfsburg,German Bundesliga,11,8.5,5.0,1
2534,Mounir El Hamdaoui,Centre-Forward,25,AZ Alkmaar,Eredivisie League(Nederland),AFC Ajax,Eredivisie League(Nederland),11,7.5,5.0,1
2535,Senijad Ibricic,Attacking Midfield,25,Hajduk Split,Croatian First Football League,Loko Moscow,Premier League,11,6.5,5.0,2
2536,Alexis,Centre-Back,25,Valencia CF,LaLiga,Sevilla FC,LaLiga,11,6.0,5.0,3
2537,Aristide Bancé,Centre-Forward,25,1.FSV Mainz 05,German Bundesliga,Al-Ahli (UAE),United Arab Emirates,11,5.5,5.0,1
2538,Diego Tardelli,Centre-Forward,25,Atlético-MG,Italy Serie A,Anzhi,Premier League,11,4.5,5.0,1
2539,Bogdan Stancu,Centre-Forward,23,FCS Bucharest,French Ligue 1,Galatasaray,Turkish Super Lig,11,3.7,5.0,1
2540,Razak Boukari,Right Winger,23,Lens,French Ligue 1,Stade Rennais,French Ligue 1,11,3.6,5.0,1
2541,Anders Lindegaard,Goalkeeper,26,Aalesund,Eliteserien(Norway),Man Utd,Premier League,11,3.2,5.0,4
2542,Chico,Centre-Back,23,UD Almería,LaLiga,Genoa,Italy Serie A,11,3.0,5.0,3
2543,Jonathan Cristaldo,Centre-Forward,21,Vélez Sarsfield,Argentina,Metalist,Premier League,11,3.0,5.0,1
2544,Ezequiel Muñoz,Centre-Back,19,Boca Juniors,Argentina,US Palermo,Italy Serie A,11,1.5,5.0,3
2545,Shamil Lakhiyalov,Second Striker,31,Krasnodar,Premier League,Anzhi,Premier League,11,1.0,5.0,1
2546,Pablo González,Centre-Forward,25,Novara,Italy Serie B,US Palermo,Italy Serie A,11,0.4,5.0,1
2547,Nikica Jelavic,Centre-Forward,24,Rapid Vienna,German Bundesliga,Rangers,Premier League,11,2.5,4.9,1
2548,Pablo Barrera,Right Winger,23,UNAM Pumas,Mexican League,West Ham,Premier League,11,3.5,4.8,1
2549,Jean Beausejour,Left-Back,26,América,Mexican League,Birmingham,Premier League,11,2.5,4.8,3
2550,Robert Lewandowski,Centre-Forward,21,Lech Poznan,Ekstraklasa(Polish),Bor. Dortmund,German Bundesliga,11,4.5,4.75,1
2551,Guido Marilungo,Second Striker,21,Sampdoria,Italy Serie A,Atalanta,Italy Serie B,11,4.0,4.7,1
2552,Daniel Osvaldo,Centre-Forward,24,Bologna,Italy Serie A,Espanyol,LaLiga,11,4.0,4.6,1
2553,Lorik Cana,Centre-Back,26,Sunderland,Premier League,Galatasaray,Turkish Super Lig,11,12.0,4.5,3
2554,Gaetano D'Agostino,Central Midfield,28,Udinese Calcio,Italy Serie A,Fiorentina,Italy Serie A,11,10.0,4.5,2
2555,Zvjezdan Misimovic,Attacking Midfield,28,Galatasaray,Turkish Super Lig,Dinamo Moscow,Premier League,11,9.0,4.5,2
2556,Barreto,Second Striker,24,Udinese Calcio,Italy Serie A,Bari,Italy Serie A,11,8.0,4.5,1
2557,Eduardo,Goalkeeper,27,Braga,LaLiga,Genoa,Italy Serie A,11,7.8,4.5,4
2558,Tuncay Sanli,Left Winger,29,Stoke City,Premier League,VfL Wolfsburg,German Bundesliga,11,6.5,4.5,1
2559,Fahid Ben Khalfallah,Right Winger,27,Valenciennes FC,French Ligue 1,G. Bordeaux,French Ligue 1,11,5.0,4.5,1
2560,Sokratis,Centre-Back,22,Genoa,Italy Serie A,AC Milan,Italy Serie A,11,5.0,4.5,3
2561,Marco Storari,Goalkeeper,33,AC Milan,Italy Serie A,Juventus,Italy Serie A,11,1.5,4.5,4
2562,Jardel,Centre-Back,24,Desp. Brasil,Brazil,Benfica,LaLiga,11,0.2,4.48,3
2563,Massimo Maccarone,Centre-Forward,30,Siena,Italy Serie B,US Palermo,Italy Serie A,11,4.5,4.4,1
2564,Alberto Paloschi,Centre-Forward,21,Genoa,Italy Serie A,AC Milan,Italy Serie A,11,4.8,4.35,1
2565,Aritz Aduriz,Centre-Forward,29,RCD Mallorca,LaLiga,Valencia CF,LaLiga,11,7.0,4.3,1
2566,Adriano,Centre-Forward,29,Gamba Osaka,Japanese League,El-Jaish,Qatar League,11,1.0,4.3,1
2567,Cheik Tioté,Defensive Midfield,24,FC Twente,Eredivisie League(Nederland),Newcastle,Premier League,11,3.5,4.28,2
2568,Juanfran,Right-Back,25,CA Osasuna,LaLiga,Atlético Madrid,LaLiga,11,6.0,4.25,3
2569,Juan Iturbe,Right Winger,17,Quilmes,Argentina,FC Porto,LaLiga,11,0.1,4.25,1
2570,Jonathan Biabiany,Right Winger,22,Parma,Italy Serie A,Inter,Italy Serie A,11,7.5,4.2,1
2571,Jajá,Centre-Forward,24,Metalist,Premier League,Trabzonspor,Turkish Super Lig,11,6.0,4.2,1
2572,Nadir Belhadj,Left-Back,28,Portsmouth,English League Championship,Al Sadd,Qatar League,11,5.5,4.2,3
2573,Éder,Second Striker,23,FC Empoli,Italy Serie B,Brescia,Italy Serie A,11,3.0,4.2,1
2574,Winston Reid,Centre-Back,22,FC Midtjylland,Denmark Superliga,West Ham,Premier League,11,1.5,4.2,3
2575,Federico Rodríguez,Centre-Forward,19,Peñarol,LaLiga,Genoa,Italy Serie A,11,0.3,4.2,1
2576,Rod Fanni,Right-Back,29,Stade Rennais,French Ligue 1,Marseille,French Ligue 1,11,7.5,4.0,3
2577,Mario Bolatti,Defensive Midfield,25,Fiorentina,Italy Serie A,Internacional,Italy Serie A,11,5.5,4.0,2
2578,Onyekachi Apam,Centre-Back,23,OGC Nice,French Ligue 1,Stade Rennais,French Ligue 1,11,5.0,4.0,3
2579,Dmitri Kombarov,Left-Back,23,Dinamo Moscow,Premier League,Spartak Moscow,Premier League,11,5.0,4.0,3
2580,Nicolás Otamendi,Centre-Back,22,Vélez Sarsfield,Argentina,FC Porto,LaLiga,11,5.0,4.0,3
2581,Igor de Camargo,Centre-Forward,27,Standard Liège,Jupiler Pro League(Belgium),Bor. M'gladbach,German Bundesliga,11,4.5,4.0,1
2582,Kirill Kombarov,Right-Back,23,Dinamo Moscow,Premier League,Spartak Moscow,Premier League,11,4.5,4.0,3
2583,Maicosuel,Left Winger,24,TSG Hoffenheim,German Bundesliga,Botafogo,Italy Serie A,11,4.5,4.0,1
2584,Curtis Davies,Centre-Back,25,Aston Villa,Premier League,Birmingham,Premier League,11,4.5,4.0,3
2585,Mémé Tchité,Centre-Forward,26,Racing,LaLiga,Standard Liège,Jupiler Pro League(Belgium),11,4.0,4.0,1
2586,Paul Konchesky,Left-Back,29,Fulham,Premier League,Liverpool,Premier League,11,3.5,4.0,3
2587,Ronnie Stam,Right-Back,26,FC Twente,Eredivisie League(Nederland),Wigan,Premier League,11,3.5,4.0,3
2588,Cléo,Centre-Forward,25,Partizan,Ukraine league,GZ Evergrande,Super League Greece,11,3.5,4.0,1
2589,Mauro Formica,Attacking Midfield,22,Newell's,Argentina,Blackburn,Premier League,11,3.5,4.0,2
2590,Alessio Cerci,Right Winger,23,AS Roma,Italy Serie A,Fiorentina,Italy Serie A,11,3.5,4.0,1
2591,Ivan Strinic,Left-Back,23,Hajduk Split,Croatian First Football League,Dnipro,Premier League,11,3.0,4.0,3
2592,Wilfried Bony,Centre-Forward,22,Sparta Praha,Ukraine league,Vitesse,Eredivisie League(Nederland),11,2.5,4.0,1
2593,Juraj Kucka,Central Midfield,23,Sparta Praha,Ukraine league,Genoa,Italy Serie A,11,2.3,4.0,2
2594,Sebastian Rudy,Defensive Midfield,20,VfB Stuttgart,German Bundesliga,TSG Hoffenheim,German Bundesliga,11,1.5,4.0,2
2595,Dídac Vilà,Left-Back,21,Espanyol,LaLiga,AC Milan,Italy Serie A,11,0.8,4.0,3
2596,Wellington Silva,Right Winger,18,Fluminense,Italy Serie A,Arsenal,Premier League,11,0.8,4.0,1
2597,Marco Fossati,Central Midfield,17,Inter U19,Italy Serie B,Milan U19,Italy Serie B,11,0.3,4.0,2
2598,Roberto Firmino,Second Striker,19,Tombense,Brazil,TSG Hoffenheim,German Bundesliga,11,2.0,4.0,1
2599,Cristian Molinaro,Left-Back,26,Juventus,Italy Serie A,VfB Stuttgart,German Bundesliga,11,1.95,3.9,3
2600,Damián Álvarez,Left Winger,32,CF Pachuca,Mexican League,Tigres UANL,Mexican League,11,2.3,3.9,1
2601,Marcelo,Centre-Back,23,Wisla Kraków,Ekstraklasa(Polish),PSV Eindhoven,Eredivisie League(Nederland),11,3.2,3.8,3
2602,Marek Suchy,Centre-Back,22,Slavia Prag,Ukraine league,Spartak Moscow,Premier League,11,2.5,3.8,3
2603,Lorenzo Ariaudo,Centre-Back,21,Juventus,Italy Serie A,Cagliari Calcio,Italy Serie A,11,1.3,3.8,3
2604,Matteo Ardemagni,Centre-Forward,23,Cittadella,Italy Serie B,Atalanta,Italy Serie B,11,1.1,3.8,1
2605,Yekta Kurtulus,Central Midfield,25,Kasimpasa,Turkish Super Lig,Galatasaray,Turkish Super Lig,11,3.0,3.75,2
2606,Mauro Boselli,Centre-Forward,25,Estudiantes,Argentina,Wigan,Premier League,11,7.5,3.7,1
2607,Steven Pienaar,Left Winger,28,Everton,Premier League,Spurs,Premier League,11,9.5,3.6,1
2608,Stephen Hunt,Left Midfield,28,Hull City,English League Championship,Wolves,Premier League,11,5.0,3.6,2
