,Unnamed: 0,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
2789,2869,Ilkay Gündogan,Central Midfield,20,1.FC Nuremberg,German Bundesliga,Bor. Dortmund,German Bundesliga,12,6.5,5.5,2
2790,2870,Bruno César,Left Midfield,22,Corinthians,Italy Serie A,Benfica,LaLiga,12,6.0,5.5,2
2791,2871,Ivan Perisic,Left Winger,22,Club Brugge,Jupiler Pro League(Belgium),Bor. Dortmund,German Bundesliga,12,6.0,5.5,1
2792,2872,Leroy Fer,Central Midfield,21,Feyenoord,Eredivisie League(Nederland),FC Twente,Eredivisie League(Nederland),12,5.5,5.5,2
2793,2873,Maxi Moralez,Attacking Midfield,24,Vélez Sarsfield,Argentina,Atalanta,Italy Serie A,12,5.0,5.3,2
2794,2874,Édgar Barreto,Central Midfield,27,Atalanta,Italy Serie A,US Palermo,Italy Serie A,12,3.5,5.3,2
2795,2875,Matt Mills,Centre-Back,24,Reading,English League Championship,Leicester,English League Championship,12,0.75,5.3,3
2796,2876,Adrian Mierzejewski,Attacking Midfield,24,Pol. Warsaw,Ekstraklasa(Polish),Trabzonspor,Turkish Super Lig,12,3.0,5.25,2
2797,2877,Federico Marchetti,Goalkeeper,28,Cagliari Calcio,Italy Serie A,Lazio,Italy Serie A,12,5.5,5.2,4
2798,2878,Shane Long,Centre-Forward,24,Reading,English League Championship,West Brom,Premier League,12,2.0,5.1,1
2799,2879,Ricky van Wolfswinkel,Centre-Forward,22,FC Utrecht,Eredivisie League(Nederland),Sporting CP,LaLiga,12,6.0,5.08,1
2800,2880,Alex,Centre-Back,29,Chelsea,Premier League,Paris SG,French Ligue 1,12,13.0,5.0,3
2801,2881,Alou Diarra,Defensive Midfield,29,G. Bordeaux,French Ligue 1,Marseille,French Ligue 1,12,12.0,5.0,2
2802,2882,Yohan Cabaye,Central Midfield,25,LOSC Lille,French Ligue 1,Newcastle,Premier League,12,11.0,5.0,2
2803,2883,Didier Zokora,Defensive Midfield,30,Sevilla FC,LaLiga,Trabzonspor,Turkish Super Lig,12,10.0,5.0,2
2804,2884,Diego Forlán,Second Striker,32,Atlético Madrid,LaLiga,Inter,Italy Serie A,12,10.0,5.0,1
2805,2885,Mehmet Ekici,Attacking Midfield,21,Bayern Munich ,German Bundesliga,Werder Bremen,German Bundesliga,12,6.5,5.0,2
2806,2886,José Callejón,Right Winger,24,Espanyol,LaLiga,Real Madrid,LaLiga,12,6.5,5.0,1
2807,2887,Georginio Wijnaldum,Central Midfield,20,Feyenoord,Eredivisie League(Nederland),PSV Eindhoven,Eredivisie League(Nederland),12,6.5,5.0,2
2808,2888,Djibril Cissé,Centre-Forward,30,Lazio,Italy Serie A,QPR,Premier League,12,6.0,5.0,1
2809,2889,Ikechukwu Uche,Centre-Forward,27,Real Zaragoza,LaLiga,Villarreal CF,LaLiga,12,5.0,5.0,1
2810,2890,Ahmed Musa,Centre-Forward,19,VVV-Venlo,Eredivisie League(Nederland),CSKA Moscow,Russian Premier Liga,12,5.0,5.0,1
2811,2891,Rúben Micael,Attacking Midfield,24,FC Porto,LaLiga,Atlético Madrid,LaLiga,12,4.9,5.0,2
2812,2892,Gabriel Torje,Right Winger,21,Dinamo Bukarest,French Ligue 1,Udinese Calcio,Italy Serie A,12,4.5,5.0,1
2813,2893,Jonathan,Right-Back,25,Santos FC,Italy Serie A,Inter,Italy Serie A,12,4.5,5.0,3
2814,2894,Éder,Second Striker,24,Brescia,Italy Serie B,RC Cesena,Italy Serie A,12,4.2,5.0,1
2815,2895,Ibson,Central Midfield,27,Spartak Moscow,Premier League,Santos FC,Italy Serie A,12,3.5,5.0,2
2816,2896,Simone Padoin,Central Midfield,27,Atalanta,Italy Serie A,Juventus,Italy Serie A,12,3.5,5.0,2
2817,2897,Sergey Davydov,Centre-Forward,26,Kuban Krasnodar,Russian Premier Liga,Rubin Kazan,Russian Premier Liga,12,3.0,5.0,1
2818,2898,Nemanja Matic,Defensive Midfield,22,Chelsea,Premier League,Benfica,LaLiga,12,3.0,5.0,2
2819,2899,Dudu,Right Midfield,19,Cruzeiro,Italy Serie A,Dynamo Kyiv,Premier League,12,0.75,5.0,2
2820,2900,Derek Boateng,Defensive Midfield,28,Getafe CF,LaLiga,Dnipro,Premier League,12,2.5,4.88,2
2821,2901,Alessandro Diamanti,Second Striker,28,Brescia,Italy Serie B,Bologna,Italy Serie A,12,4.0,4.86,1
2822,2902,Alexander Gerndt,Centre-Forward,25,Helsingborg,Sweden League,FC Utrecht,Eredivisie League(Nederland),12,4.0,4.8,1
2823,2903,Serdar Kesimal,Centre-Back,22,Kayserispor,Turkish Super Lig,Fenerbahce,Turkish Super Lig,12,6.0,4.75,3
2824,2904,Nedum Onuoha,Centre-Back,25,Man City,Premier League,QPR,Premier League,12,7.5,4.7,3
2825,2905,Jean Beausejour,Left-Back,27,Birmingham,English League Championship,Wigan,Premier League,12,2.0,4.7,3
2826,2906,Oriol Romeu,Defensive Midfield,19,FC Barcelona B,LaLiga2,Chelsea,Premier League,12,2.5,4.6,2
2827,2907,Yuto Nagatomo,Left-Back,24,RC Cesena,Italy Serie A,Inter,Italy Serie A,12,8.5,4.5,3
2828,2908,Shaun Wright-Phillips,Right Winger,29,Man City,Premier League,QPR,Premier League,12,8.0,4.5,1
2829,2909,Alan Hutton,Right-Back,26,Spurs,Premier League,Aston Villa,Premier League,12,7.5,4.5,3
2830,2910,Achille Emaná,Attacking Midfield,29,Real Betis,LaLiga,Hilal,English League Championship,12,7.0,4.5,2
2831,2911,John O'Shea,Centre-Back,30,Man Utd,Premier League,Sunderland,Premier League,12,6.5,4.5,3
2832,2912,Jajá,Centre-Forward,25,Trabzonspor,Turkish Super Lig,Al-Ahli (UAE),United Arab Emirates,12,6.0,4.5,1
2833,2913,Vedad Ibisevic,Centre-Forward,27,TSG Hoffenheim,German Bundesliga,VfB Stuttgart,German Bundesliga,12,6.0,4.5,1
2834,2914,Andrea Lazzari,Central Midfield,26,Cagliari Calcio,Italy Serie A,Fiorentina,Italy Serie A,12,5.5,4.5,2
2835,2915,Manu del Moral,Centre-Forward,27,Getafe CF,LaLiga,Sevilla FC,LaLiga,12,5.5,4.5,1
2836,2916,David N'Gog,Centre-Forward,22,Liverpool,Premier League,Bolton,Premier League,12,5.0,4.5,1
2837,2917,Cameron Jerome,Centre-Forward,25,Birmingham,English League Championship,Stoke City,Premier League,12,4.5,4.5,1
2838,2918,Kevin Strootman,Central Midfield,21,FC Utrecht,Eredivisie League(Nederland),PSV Eindhoven,Eredivisie League(Nederland),12,4.0,4.5,2
2839,2919,Pape Diakhaté,Centre-Back,27,Dynamo Kyiv,Premier League,Granada CF,LaLiga,12,3.75,4.5,3
2840,2920,Jonathan Legear,Right Winger,24,RSC Anderlecht,Jupiler Pro League(Belgium),Akhmat Grozny,Premier League,12,3.5,4.5,1
2841,2921,Zé Love,Second Striker,23,Santos FC,Italy Serie A,Genoa,Italy Serie A,12,3.0,4.5,1
2842,2922,Nacer Barazite,Attacking Midfield,21,Austria Vienna,German Bundesliga,Monaco,Ligue 2,12,3.0,4.5,2
2843,2923,José Ángel,Left-Back,21,Sporting Gijón,LaLiga,AS Roma,Italy Serie A,12,3.0,4.5,3
2845,2925,Franco Vázquez,Attacking Midfield,22,Belgrano,Argentina,US Palermo,Italy Serie A,12,2.4,4.5,2
2846,2926,Ali Al-Habsi,Goalkeeper,29,Bolton,Premier League,Wigan,Premier League,12,2.0,4.3,4
2847,2927,Joaquín,Right Winger,29,Valencia CF,LaLiga,Málaga CF,LaLiga,12,10.0,4.2,1
2848,2928,Mirel Radoi,Defensive Midfield,30,Hilal,English League Championship,Al-Ain FC,United Arab Emirates,12,3.0,4.2,2
2849,2929,Emiliano Viviano,Goalkeeper,25,Bologna,Italy Serie A,Inter,Italy Serie A,12,12.0,4.1,4
2850,2930,Vieirinha,Left-Back,25,PAOK Saloniki,Super League Greece,VfL Wolfsburg,German Bundesliga,12,8.0,4.0,3
2851,2931,Jádson,Attacking Midfield,28,Shakhtar D.,Premier League,São Paulo,Italy Serie A,12,7.5,4.0,2
2852,2932,Abdoulay Konko,Right-Back,27,Genoa,Italy Serie A,Lazio,Italy Serie A,12,5.0,4.0,3
2853,2933,Julien Féret,Central Midfield,29,AS Nancy,French Ligue 1,Stade Rennais,French Ligue 1,12,5.0,4.0,2
2854,2934,Nelson Valdez,Centre-Forward,27,Hércules CF,LaLiga2,Rubin Kazan,Premier League,12,5.0,4.0,1
2855,2935,Ivo Ilicevic,Left Winger,24,1.FC K'lautern,German Bundesliga,Hamburger SV,German Bundesliga,12,5.0,4.0,1
2856,2936,Sokratis,Centre-Back,23,AC Milan,Italy Serie A,Genoa,Italy Serie A,12,5.0,4.0,3
2857,2937,Mustafa Pektemek,Centre-Forward,22,Genclerbirligi,Turkish Super Lig,Besiktas,Turkish Super Lig,12,4.5,4.0,1
2858,2938,Vladimir Gabulov,Goalkeeper,27,Dinamo Moscow,Premier League,Anzhi,Premier League,12,3.8,4.0,4
2859,2939,Kolbeinn Sigthórsson,Centre-Forward,21,AZ Alkmaar,Eredivisie League(Nederland),AFC Ajax,Eredivisie League(Nederland),12,3.5,4.0,1
2860,2940,Marlos,Right Winger,23,Rentistas,LaLiga,Metalist,Premier League,12,3.0,4.0,1
2861,2941,Henri Bienvenu,Centre-Forward,23,BSC Young Boys,Super League Greece,Fenerbahce,Turkish Super Lig,12,2.5,4.0,1
2862,2942,Gabriel Silva,Left-Back,20,Palmeiras,Italy Serie A,Granada CF,LaLiga,12,2.5,4.0,3
2863,2943,Santiago García,Centre-Forward,20,Nacional,LaLiga,Atlético-PR,Italy Serie A,12,2.0,4.0,1
2864,2944,Alan Patrick,Central Midfield,20,Santos FC,Italy Serie A,Shakhtar D.,Premier League,12,1.5,4.0,2
2865,2945,Marco Rossi,Centre-Back,23,Parma,Italy Serie A,RC Cesena,Italy Serie A,12,1.3,4.0,3
2866,2946,Salvatore Sirigu,Goalkeeper,24,US Palermo,Italy Serie A,Paris SG,French Ligue 1,12,10.0,3.9,4
2867,2947,Danny Graham,Centre-Forward,25,Watford,English League Championship,Swansea,Premier League,12,1.5,3.9,1
2868,2948,Ryan Bennett,Centre-Back,21,Peterborough,English League Championship,Norwich,Premier League,12,0.25,3.85,3
2869,2949,Umut Bulut,Centre-Forward,28,Trabzonspor,Turkish Super Lig,Toulouse,French Ligue 1,12,6.0,3.8,1
2870,2950,Christian Fuchs,Left-Back,25,1.FSV Mainz 05,German Bundesliga,FC Schalke 04,German Bundesliga,12,5.0,3.8,3
2871,2951,Juan Jesus,Centre-Back,20,Internacional,Italy Serie A,Inter,Italy Serie A,12,3.0,3.8,3
2872,2952,Fábio Rochemback,Central Midfield,30,Grêmio,Italy Serie A,DL Yifang,Super League Greece,12,2.0,3.79,2
2873,2953,Robbie Keane,Centre-Forward,31,Spurs,Premier League,Los Angeles,MLS,12,7.0,3.75,1
2874,2954,Shay Given,Goalkeeper,35,Man City,Premier League,Aston Villa,Premier League,12,5.5,3.75,4
2875,2955,Jeffren,Right Winger,23,FC Barcelona,LaLiga,Sporting CP,LaLiga,12,5.0,3.75,1
2876,2956,Jamie O'Hara,Central Midfield,24,Spurs,Premier League,Wolves,Premier League,12,4.5,3.75,2
2877,2957,Marco Motta,Right-Back,25,Udinese Calcio,Italy Serie A,Juventus,Italy Serie A,12,3.5,3.75,3
2878,2958,Paulo Henrique,Centre-Forward,22,Desp. Brasil,Brazil,Trabzonspor,Turkish Super Lig,12,3.0,3.75,1
2879,2959,Volkan Sen,Right Winger,24,Bursaspor,Turkish Super Lig,Trabzonspor,Turkish Super Lig,12,4.7,3.6,1
2880,2960,Marvin Sordell,Centre-Forward,20,Watford,English League Championship,Bolton,Premier League,12,1.0,3.6,1
2881,2961,Kléber,Centre-Forward,21,Atlético-MG,Italy Serie A,FC Porto,LaLiga,12,1.3,3.56,1
2882,2962,José Antonio Reyes,Right Winger,28,Atlético Madrid,LaLiga,Sevilla FC,LaLiga,12,15.0,3.5,1
2883,2963,Diego Capel,Left Winger,23,Sevilla FC,LaLiga,Sporting CP,LaLiga,12,8.0,3.5,1
2884,2964,Maxwell,Left-Back,30,FC Barcelona,LaLiga,Paris SG,French Ligue 1,12,7.0,3.5,3
2885,2965,Barreto,Second Striker,25,Bari,Italy Serie B,Udinese Calcio,Italy Serie A,12,7.0,3.5,1
2886,2966,Emmanuel Eboué,Right-Back,28,Arsenal,Premier League,Galatasaray,Turkish Super Lig,12,6.0,3.5,3
2887,2967,Nicolas N'Koulou,Centre-Back,21,Monaco,Ligue 2,Marseille,French Ligue 1,12,5.0,3.5,3
2888,2968,Jonathan Pitroipa,Right Winger,25,Hamburger SV,German Bundesliga,Stade Rennais,French Ligue 1,12,4.5,3.5,1
2889,2969,Thiago Silva,Centre-Back,27,AC Milan,Italy Serie A,Paris SG,French Ligue 1,13,38.0,42.0,3
2890,2970,Hulk,Right Winger,26,FC Porto,LaLiga,Zenit S-Pb,Premier League,13,37.0,40.0,1
2891,2971,Lucas Moura,Right Winger,20,São Paulo,Italy Serie A,Paris SG,French Ligue 1,13,35.0,40.0,1
2892,2972,Javi Martínez,Defensive Midfield,24,Athletic Bilbao,LaLiga,Bayern Munich ,German Bundesliga,13,30.0,40.0,2
2893,2973,Axel Witsel,Central Midfield,23,Benfica,LaLiga,Zenit S-Pb,Premier League,13,20.0,40.0,2
2894,2974,Eden Hazard,Left Winger,21,LOSC Lille,French Ligue 1,Chelsea,Premier League,13,33.0,35.0,1
2895,2975,Willian,Right Winger,24,Shakhtar D.,Premier League,Anzhi,Premier League,13,25.0,35.0,1
2896,2976,Oscar,Attacking Midfield,20,Internacional,Italy Serie A,Chelsea,Premier League,13,20.0,32.0,2
2897,2977,Robin van Persie,Centre-Forward,29,Arsenal,Premier League,Man Utd,Premier League,13,47.5,30.7,1
2898,2978,Luka Modric,Central Midfield,26,Spurs,Premier League,Real Madrid,LaLiga,13,40.0,30.0,2
2899,2979,Ezequiel Lavezzi,Second Striker,27,SSC Napoli,Italy Serie A,Paris SG,French Ligue 1,13,30.0,28.95,1
2900,2980,Zlatan Ibrahimovic,Centre-Forward,30,AC Milan,Italy Serie A,Paris SG,French Ligue 1,13,37.0,21.0,1
2901,2981,Javi García,Defensive Midfield,25,Benfica,LaLiga,Man City,Premier League,13,15.0,20.2,2
2902,2982,Mario Balotelli,Centre-Forward,22,Man City,Premier League,AC Milan,Italy Serie A,13,24.0,20.0,1
2903,2983,Alex Song,Defensive Midfield,24,Arsenal,Premier League,FC Barcelona,LaLiga,13,25.0,19.0,2
2904,2984,Santi Cazorla,Central Midfield,27,Málaga CF,LaLiga,Arsenal,Premier League,13,20.0,19.0,2
2905,2985,Mousa Dembélé,Central Midfield,25,Fulham,Premier League,Spurs,Premier League,13,13.0,19.0,2
2906,2986,Joe Allen,Central Midfield,22,Swansea,Premier League,Liverpool,Premier League,13,4.0,19.0,2
2907,2987,Kwadwo Asamoah,Left-Back,23,Udinese Calcio,Italy Serie A,Juventus,Italy Serie A,13,15.0,18.0,3
2908,2988,Lacina Traoré,Centre-Forward,22,Kuban Krasnodar,Premier League,Anzhi,Premier League,13,7.0,18.0,1
2909,2989,Marco Reus,Left Winger,23,Bor. M'gladbach,German Bundesliga,Bor. Dortmund,German Bundesliga,13,20.0,17.1,1
2910,2990,Shinji Kagawa,Attacking Midfield,23,Bor. Dortmund,German Bundesliga,Man Utd,Premier League,13,22.0,16.0,2
2911,2991,Taison,Left Winger,25,Metalist,Premier League,Shakhtar D.,Premier League,13,12.0,15.24,1
2912,2992,Gastón Ramírez,Attacking Midfield,21,Bologna,Italy Serie A,Southampton,Premier League,13,13.5,15.2,2
2913,2993,Steven Fletcher,Centre-Forward,25,Wolves,English League Championship,Sunderland,Premier League,13,6.0,15.2,1
2914,2994,Matija Nastasic,Centre-Back,19,Fiorentina,Italy Serie A,Man City,Premier League,13,5.5,15.2,3
2915,2995,Alexandre Pato,Centre-Forward,23,AC Milan,Italy Serie A,Corinthians,Italy Serie A,13,28.5,15.0,1
2916,2996,Lukas Podolski,Centre-Forward,27,1. FC Köln,German Bundesliga 2,Arsenal,Premier League,13,20.0,15.0,1
2917,2997,Daniel Sturridge,Centre-Forward,23,Chelsea,Premier League,Liverpool,Premier League,13,16.0,15.0,1
2918,2998,Christopher Samba,Centre-Back,28,Anzhi,Premier League,QPR,Premier League,13,15.0,15.0,3
2919,2999,Jack Rodwell,Defensive Midfield,21,Everton,Premier League,Man City,Premier League,13,15.0,15.0,2
2920,3000,Samir Handanovic,Goalkeeper,28,Udinese Calcio,Italy Serie A,Inter,Italy Serie A,13,15.0,15.0,4
2921,3001,Jordi Alba,Left-Back,23,Valencia CF,LaLiga,FC Barcelona,LaLiga,13,10.0,14.0,3
2922,3002,Carlos Vela,Right Winger,23,Arsenal,Premier League,Real Sociedad,LaLiga,13,8.0,14.0,1
2923,3003,Mauricio Isla,Right-Back,24,Udinese Calcio,Italy Serie A,Juventus,Italy Serie A,13,14.0,13.9,3
2924,3004,Fabio Borini,Left Winger,21,AS Roma,Italy Serie A,Liverpool,Premier League,13,9.0,13.3,1
2925,3005,Rafael van der Vaart,Attacking Midfield,29,Spurs,Premier League,Hamburger SV,German Bundesliga,13,24.5,13.0,2
2926,3006,Mario Mandzukic,Left Winger,26,VfL Wolfsburg,German Bundesliga,Bayern Munich ,German Bundesliga,13,14.0,13.0,1
2927,3007,Lucas Ocampos,Left Winger,18,River Plate,Argentina,Monaco,Ligue 2,13,9.0,13.0,1
2928,3008,Philippe Coutinho,Attacking Midfield,20,Inter,Italy Serie A,Liverpool,Premier League,13,9.0,13.0,2
2929,3009,Hugo Lloris,Goalkeeper,25,Olympique Lyon,French Ligue 1,Spurs,Premier League,13,19.0,12.6,4
2930,3010,Adam Johnson,Right Winger,25,Man City,Premier League,Sunderland,Premier League,13,10.5,12.6,1
2931,3011,Jan Vertonghen,Centre-Back,25,AFC Ajax,Eredivisie League(Nederland),Spurs,Premier League,13,15.0,12.5,3
2932,3012,Giampaolo Pazzini,Centre-Forward,28,Inter,Italy Serie A,AC Milan,Italy Serie A,13,14.5,12.5,1
2933,3013,Yann M'Vila,Defensive Midfield,22,Stade Rennais,French Ligue 1,Rubin Kazan,Premier League,13,15.0,12.0,2
2934,3014,Olivier Giroud,Centre-Forward,25,Montpellier,French Ligue 1,Arsenal,Premier League,13,13.0,12.0,1
2935,3015,Luuk de Jong,Centre-Forward,21,FC Twente,Eredivisie League(Nederland),Bor. M'gladbach,German Bundesliga,13,12.0,12.0,1
2936,3016,Marco Verratti,Central Midfield,19,Pescara,Italy Serie A,Paris SG,French Ligue 1,13,10.0,12.0,2
2937,3017,Ola John,Left Winger,20,FC Twente,Eredivisie League(Nederland),Benfica,LaLiga,13,2.5,12.0,1
2939,3019,Xherdan Shaqiri,Right Winger,20,FC Basel,Super League Greece,Bayern Munich ,German Bundesliga,13,12.5,11.8,1
2940,3020,Wilfried Zaha,Right Winger,20,Crystal Palace,English League Championship,Man Utd,Premier League,13,3.5,11.75,1
2941,3021,Victor Moses,Right Midfield,21,Wigan,Premier League,Chelsea,Premier League,13,6.5,11.5,2
2942,3022,Sebastian Giovinco,Second Striker,25,Parma,Italy Serie A,Juventus,Italy Serie A,13,12.5,11.0,1
2943,3023,Fredy Guarín,Central Midfield,26,FC Porto,LaLiga,Inter,Italy Serie A,13,12.0,11.0,2
2944,3024,Eduardo Salvio,Right Winger,22,Atlético Madrid,LaLiga,Benfica,LaLiga,13,10.0,11.0,1
2945,3025,Manolo Gabbiadini,Centre-Forward,20,Atalanta,Italy Serie A,Juventus,Italy Serie A,13,4.5,11.0,1
2946,3026,Mateo Kovacic,Central Midfield,18,Dinamo Zagreb,Croatian First Football League,Inter,Italy Serie A,13,3.0,11.0,2
2947,3027,Loïc Rémy,Centre-Forward,26,Marseille,French Ligue 1,QPR,Premier League,13,15.0,10.5,1
2948,3028,Rodrigo Palacio,Centre-Forward,30,Genoa,Italy Serie A,Inter,Italy Serie A,13,12.0,10.5,1
2949,3029,Mário Fernandes,Right-Back,21,Grêmio,Italy Serie A,CSKA Moscow,Premier League,13,9.0,10.5,3
2950,3030,Jordan Rhodes,Centre-Forward,22,Huddersfield,English League Championship,Blackburn,English League Championship,13,3.5,10.1,1
2951,3031,Álvaro Pereira,Left-Back,26,FC Porto,LaLiga,Inter,Italy Serie A,13,16.0,10.0,3
2952,3032,Raúl Meireles,Central Midfield,29,Chelsea,Premier League,Fenerbahce,Turkish Super Lig,13,15.0,10.0,2
2953,3033,Nilmar,Centre-Forward,28,Villarreal CF,LaLiga2,Al Rayyan,Stars League,13,15.0,10.0,1
2954,3034,Giuseppe Rossi,Centre-Forward,25,Villarreal CF,LaLiga2,Fiorentina,Italy Serie A,13,10.0,10.0,1
2955,3035,Marvin Martin,Attacking Midfield,24,FC Sochaux,French Ligue 1,LOSC Lille,French Ligue 1,13,9.5,10.0,2
2956,3036,Gylfi Sigurdsson,Attacking Midfield,22,TSG Hoffenheim,German Bundesliga,Spurs,Premier League,13,8.5,10.0,2
2957,3037,Nacho Monreal,Left-Back,26,Málaga CF,LaLiga,Arsenal,Premier League,13,6.0,10.0,3
2958,3038,Matt Jarvis,Left Winger,26,Wolves,English League Championship,West Ham,Premier League,13,8.0,9.5,1
2959,3039,Ganso,Attacking Midfield,22,Santos FC,Italy Serie A,São Paulo,Italy Serie A,13,18.0,9.1,2
2960,3040,Raffael,Second Striker,27,Hertha BSC,German Bundesliga 2,Dynamo Kyiv,Premier League,13,9.0,9.0,1
2961,3041,José Salomón Rondón,Centre-Forward,22,Málaga CF,LaLiga,Rubin Kazan,Premier League,13,9.0,9.0,1
2962,3042,Jackson Martínez,Centre-Forward,25,Chiapas FC,Mexican League,FC Porto,LaLiga,13,5.0,8.89,1
2963,3043,César Azpilicueta,Right-Back,23,Marseille,French Ligue 1,Chelsea,Premier League,13,7.5,8.8,3
2964,3044,Christian Benteke,Centre-Forward,21,KRC Genk,Jupiler Pro League(Belgium),Aston Villa,Premier League,13,3.0,8.8,1
2965,3045,Jay Rodríguez,Centre-Forward,22,Burnley,English League Championship,Southampton,Premier League,13,5.0,8.65,1
2966,3046,Nordin Amrabat,Left Winger,25,Kayserispor,Turkish Super Lig,Galatasaray,Turkish Super Lig,13,6.0,8.6,1
2967,3047,Demba Ba,Centre-Forward,27,Newcastle,Premier League,Chelsea,Premier League,13,15.0,8.5,1
2968,3048,Lucas Barrios,Centre-Forward,27,Bor. Dortmund,German Bundesliga,GZ Evergrande,Super League Greece,13,10.0,8.5,1
2969,3049,Granit Xhaka,Defensive Midfield,19,FC Basel,Super League Greece,Bor. M'gladbach,German Bundesliga,13,8.5,8.5,2
2970,3050,Vurnon Anita,Defensive Midfield,23,AFC Ajax,Eredivisie League(Nederland),Newcastle,Premier League,13,6.0,8.5,2
2971,3051,Diego Souza,Attacking Midfield,27,Vasco da Gama,Italy Serie A,Ittihad,English League Championship,13,4.5,8.2,2
2972,3052,Marko Marin,Left Winger,23,Werder Bremen,German Bundesliga,Chelsea,Premier League,13,13.0,8.0,1
2973,3053,Martín Cáceres,Right-Back,25,Sevilla FC,LaLiga,Juventus,Italy Serie A,13,9.5,8.0,3
2974,3054,Mapou Yanga-Mbiwa,Centre-Back,23,Montpellier,French Ligue 1,Newcastle,Premier League,13,9.0,8.0,3
2975,3055,Álvaro Domínguez,Centre-Back,23,Atlético Madrid,LaLiga,Bor. M'gladbach,German Bundesliga,13,8.0,8.0,3
2976,3056,Valon Behrami,Defensive Midfield,27,Fiorentina,Italy Serie A,SSC Napoli,Italy Serie A,13,8.0,8.0,2
2977,3057,Esteban Granero,Central Midfield,25,Real Madrid,LaLiga,QPR,Premier League,13,7.0,8.0,2
2978,3058,Ivan Perisic,Left Winger,23,Bor. Dortmund,German Bundesliga,VfL Wolfsburg,German Bundesliga,13,7.0,8.0,1
2979,3059,Aleksandr Samedov,Right Winger,27,Dinamo Moscow,Premier League,Loko Moscow,Premier League,13,6.5,8.0,1
2980,3060,Kévin Constant,Defensive Midfield,25,Genoa,Italy Serie A,AC Milan,Italy Serie A,13,6.0,8.0,2
2981,3061,Marco Ruben,Centre-Forward,25,Villarreal CF,LaLiga2,Dynamo Kyiv,Premier League,13,6.0,8.0,1
2982,3062,Davide Faraoni,Right Midfield,20,Inter,Italy Serie A,Udinese Calcio,Italy Serie A,13,4.0,8.0,2
2983,3063,Rômulo,Defensive Midfield,21,Vasco da Gama,Italy Serie A,Spartak Moscow,Premier League,13,2.5,8.0,2
2984,3064,Scott Sinclair,Left Midfield,23,Swansea,Premier League,Man City,Premier League,13,8.0,7.8,2
2985,3065,Kevin Mirallas,Right Winger,24,Olympiacos,Super League Greece,Everton,Premier League,13,8.0,7.65,1
2986,3066,Wesley Sneijder,Attacking Midfield,28,Inter,Italy Serie A,Galatasaray,Turkish Super Lig,13,19.0,7.5,2
2987,3067,Clint Dempsey,Second Striker,29,Fulham,Premier League,Spurs,Premier League,13,15.0,7.5,1
2988,3068,Asamoah Gyan,Centre-Forward,26,Sunderland,Premier League,Al-Ain FC,UAE Gulf League,13,12.0,7.5,1
2989,3069,Goran Pandev,Second Striker,28,Inter,Italy Serie A,SSC Napoli,Italy Serie A,13,11.0,7.5,1
2990,3070,Miguel Veloso,Defensive Midfield,26,Genoa,Italy Serie A,Dynamo Kyiv,Premier League,13,8.0,7.5,2
2991,3071,Sergio Canales,Attacking Midfield,21,Real Madrid,LaLiga,Valencia CF,LaLiga,13,5.0,7.5,2
2992,3072,Yura Movsisyan,Centre-Forward,25,Krasnodar,Premier League,Spartak Moscow,Premier League,13,3.2,7.5,1
2993,3073,Nick Powell,Attacking Midfield,18,Crewe Alexandra,French Ligue 1,Man Utd,Premier League,13,0.25,7.5,2
2994,3074,Borja Valero,Central Midfield,27,Villarreal CF,LaLiga2,Fiorentina,Italy Serie A,13,12.0,7.0,2
2995,3075,Milos Krasic,Central Midfield,27,Juventus,Italy Serie A,Fenerbahce,Turkish Super Lig,13,11.0,7.0,2
2996,3076,Mattia Destro,Centre-Forward,21,Siena,Italy Serie A,Genoa,Italy Serie A,13,10.0,7.0,1
2997,3077,Pablo Hernández,Right Winger,27,Valencia CF,LaLiga,Swansea,Premier League,13,9.0,7.0,1
2998,3078,Bas Dost,Centre-Forward,23,Heerenveen,Eredivisie League(Nederland),VfL Wolfsburg,German Bundesliga,13,8.0,7.0,1
2999,3079,Niko Kranjcar,Attacking Midfield,27,Spurs,Premier League,Dynamo Kyiv,Premier League,13,7.5,7.0,2
3000,3080,Philipp Wollscheid,Centre-Back,23,1.FC Nuremberg,German Bundesliga,Bay. Leverkusen,German Bundesliga,13,7.5,7.0,3
3001,3081,Vedran Corluka,Centre-Back,26,Spurs,Premier League,Loko Moscow,Premier League,13,7.5,7.0,3
3002,3082,Sung-yong Ki,Defensive Midfield,23,Celtic,Premier League,Swansea,Premier League,13,3.5,7.0,2
3003,3083,Alessio Cerci,Right Winger,25,Fiorentina,Italy Serie A,Torino,Italy Serie A,13,6.5,6.75,1
3004,3084,Renato Augusto,Central Midfield,24,Bay. Leverkusen,German Bundesliga,Corinthians,Italy Serie A,13,7.0,6.7,2
3005,3085,Luís Neto,Centre-Back,24,Siena,Italy Serie A,Zenit S-Pb,Premier League,13,6.0,6.5,3
3006,3086,Alberto Paloschi,Centre-Forward,23,AC Milan,Italy Serie A,Chievo Verona,Italy Serie A,13,5.0,6.5,1
3007,3087,Emmanuel Adebayor,Centre-Forward,28,Man City,Premier League,Spurs,Premier League,13,25.0,6.4,1
3008,3088,Mathieu Debuchy,Right-Back,27,LOSC Lille,French Ligue 1,Newcastle,Premier League,13,15.0,6.2,3
